GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
1500000US420076034001,420076034001,"Block Group 1, Census Tract 6034, Beaver County, Pennsylvania",480,67,12,13,36,32,14,15,67,44,20,16,22,17,43,22,20,21,9,11,24,21,50,35,78,27,28,19,30,22,16,13,11,14
1500000US420076034002,420076034002,"Block Group 2, Census Tract 6034, Beaver County, Pennsylvania",426,65,100,54,56,31,63,36,7,10,17,14,16,15,25,20,22,26,18,17,13,12,40,35,17,17,17,16,0,10,0,10,15,22
1500000US420076035001,420076035001,"Block Group 1, Census Tract 6035, Beaver County, Pennsylvania",347,45,36,23,26,15,9,9,15,15,31,18,24,19,23,23,21,23,25,14,32,20,19,14,64,26,16,10,3,4,3,4,0,10
1500000US420076035002,420076035002,"Block Group 2, Census Tract 6035, Beaver County, Pennsylvania",272,38,15,11,24,17,23,13,25,17,32,23,8,8,23,18,0,10,31,23,11,8,20,13,23,15,14,9,21,17,2,4,0,10
1500000US420076036001,420076036001,"Block Group 1, Census Tract 6036, Beaver County, Pennsylvania",972,62,65,29,59,30,65,29,49,27,53,27,22,22,15,12,60,23,28,16,100,42,113,44,149,47,103,31,33,24,36,23,22,18
1500000US420076037001,420076037001,"Block Group 1, Census Tract 6037, Beaver County, Pennsylvania",415,68,20,23,38,29,27,23,20,22,37,30,34,30,44,43,0,10,18,19,41,32,31,29,31,25,55,48,10,15,0,10,9,15
1500000US420076037002,420076037002,"Block Group 2, Census Tract 6037, Beaver County, Pennsylvania",364,72,25,27,9,13,22,27,32,36,49,45,12,16,28,24,20,23,0,10,31,28,34,26,39,42,18,21,23,27,15,19,7,11
1500000US420076037003,420076037003,"Block Group 3, Census Tract 6037, Beaver County, Pennsylvania",654,84,15,17,40,51,27,26,36,30,44,32,80,47,30,28,29,29,30,27,52,32,91,47,90,52,55,52,17,22,9,13,9,14
1500000US420076037004,420076037004,"Block Group 4, Census Tract 6037, Beaver County, Pennsylvania",424,85,9,14,46,33,57,56,19,20,18,21,50,30,15,18,33,26,32,22,10,16,61,58,31,36,37,29,0,10,0,10,6,9
1500000US420076038011,420076038011,"Block Group 1, Census Tract 6038.01, Beaver County, Pennsylvania",677,63,0,10,10,15,37,25,0,10,31,27,27,25,0,10,9,13,28,26,79,38,66,36,100,47,123,50,51,29,116,53,0,10
1500000US420076038012,420076038012,"Block Group 2, Census Tract 6038.01, Beaver County, Pennsylvania",540,72,0,10,9,16,0,10,10,16,8,12,0,10,0,10,48,52,41,31,30,28,50,33,115,51,129,46,71,41,19,20,10,15
1500000US420076038021,420076038021,"Block Group 1, Census Tract 6038.02, Beaver County, Pennsylvania",1250,41,2,6,38,35,26,23,46,33,27,25,8,13,51,37,28,29,24,22,42,34,168,80,236,78,167,66,135,47,148,57,104,46
1500000US420076038031,420076038031,"Block Group 1, Census Tract 6038.03, Beaver County, Pennsylvania",992,95,33,31,30,26,10,16,21,24,34,28,26,24,45,32,36,29,55,31,104,66,163,69,232,71,96,50,46,30,29,28,32,30
1500000US420076038032,420076038032,"Block Group 2, Census Tract 6038.03, Beaver County, Pennsylvania",400,66,10,16,21,23,13,19,50,55,10,17,19,21,9,14,0,10,10,15,26,40,7,12,97,41,13,17,45,49,36,25,34,26
1500000US420076039001,420076039001,"Block Group 1, Census Tract 6039, Beaver County, Pennsylvania",757,71,42,32,33,25,32,25,19,22,22,24,27,23,38,33,53,38,62,37,63,34,43,32,119,51,110,55,5,8,78,51,11,17
1500000US420076039002,420076039002,"Block Group 2, Census Tract 6039, Beaver County, Pennsylvania",611,65,0,10,26,24,38,26,20,20,52,37,16,18,25,24,29,24,22,26,35,30,64,41,108,53,94,46,53,39,24,26,5,8
1500000US420076040001,420076040001,"Block Group 1, Census Tract 6040, Beaver County, Pennsylvania",532,89,101,58,26,26,59,47,12,19,71,49,15,17,19,20,58,42,49,45,0,10,27,31,69,50,9,14,0,10,17,20,0,10
1500000US420076040002,420076040002,"Block Group 2, Census Tract 6040, Beaver County, Pennsylvania",607,102,23,29,45,29,28,44,68,67,61,49,37,30,78,51,37,36,32,39,77,59,73,58,9,17,16,15,9,15,14,22,0,10
1500000US420076041001,420076041001,"Block Group 1, Census Tract 6041, Beaver County, Pennsylvania",727,133,112,72,107,59,69,59,31,36,69,50,49,38,37,42,66,52,20,27,37,33,36,32,14,15,55,51,9,14,16,26,0,10
1500000US420076041002,420076041002,"Block Group 2, Census Tract 6041, Beaver County, Pennsylvania",436,84,18,24,16,18,26,31,7,11,22,20,88,50,7,10,42,40,8,12,32,44,85,74,24,32,40,42,17,24,4,11,0,10
1500000US420076042001,420076042001,"Block Group 1, Census Tract 6042, Beaver County, Pennsylvania",478,85,62,43,108,66,25,21,15,15,23,17,17,17,24,26,5,7,25,20,28,18,30,23,60,52,25,29,18,29,8,11,5,8
1500000US420076042002,420076042002,"Block Group 2, Census Tract 6042, Beaver County, Pennsylvania",326,56,11,13,5,8,28,18,41,21,10,11,11,12,54,36,28,25,14,12,27,17,11,11,40,36,15,18,23,17,8,11,0,10
1500000US420076045001,420076045001,"Block Group 1, Census Tract 6045, Beaver County, Pennsylvania",280,99,121,75,43,45,42,38,0,10,0,10,0,10,36,51,9,14,10,15,10,17,0,10,0,10,9,13,0,10,0,10,0,10
1500000US420076045002,420076045002,"Block Group 2, Census Tract 6045, Beaver County, Pennsylvania",636,117,164,93,52,54,21,20,42,40,34,49,61,49,66,50,29,34,35,30,58,47,36,40,11,16,0,10,27,27,0,10,0,10
1500000US420076045003,420076045003,"Block Group 3, Census Tract 6045, Beaver County, Pennsylvania",181,69,21,25,14,23,32,37,14,23,9,14,10,17,6,12,0,10,0,10,5,10,70,59,0,10,0,10,0,10,0,10,0,10
1500000US420076046001,420076046001,"Block Group 1, Census Tract 6046, Beaver County, Pennsylvania",540,89,135,63,44,38,108,72,34,33,12,19,13,21,12,21,0,10,46,36,24,26,74,44,24,29,14,21,0,10,0,10,0,10
1500000US420076046002,420076046002,"Block Group 2, Census Tract 6046, Beaver County, Pennsylvania",603,90,19,24,38,44,110,64,91,58,20,22,35,30,16,24,17,22,65,49,47,34,47,37,41,35,18,20,20,22,19,26,0,10
1500000US420076046003,420076046003,"Block Group 3, Census Tract 6046, Beaver County, Pennsylvania",376,83,21,25,45,36,33,24,0,10,28,24,0,10,11,16,12,19,30,24,28,28,20,23,78,65,44,36,9,15,7,13,10,16
1500000US420076047001,420076047001,"Block Group 1, Census Tract 6047, Beaver County, Pennsylvania",700,69,73,47,28,18,20,17,83,42,89,42,64,46,17,14,28,19,11,14,68,39,99,47,106,36,0,10,7,10,0,10,7,10
1500000US420076048001,420076048001,"Block Group 1, Census Tract 6048, Beaver County, Pennsylvania",291,52,43,37,0,10,26,23,9,14,24,21,0,10,38,35,0,10,8,12,25,22,0,10,77,40,22,25,12,13,0,10,7,11
1500000US420076048002,420076048002,"Block Group 2, Census Tract 6048, Beaver County, Pennsylvania",521,75,15,18,8,12,32,26,26,23,44,42,26,23,51,44,35,24,17,19,31,24,66,40,91,44,50,52,23,18,6,9,0,10
1500000US420076048003,420076048003,"Block Group 3, Census Tract 6048, Beaver County, Pennsylvania",1002,83,57,42,41,56,66,34,65,35,52,30,30,24,45,39,22,20,53,46,29,20,108,45,152,49,155,81,61,52,43,29,23,22
1500000US420076049011,420076049011,"Block Group 1, Census Tract 6049.01, Beaver County, Pennsylvania",314,81,0,10,0,10,23,20,7,11,0,10,28,41,11,17,0,10,38,45,34,31,6,10,67,61,39,35,34,29,27,24,0,10
1500000US420076049012,420076049012,"Block Group 2, Census Tract 6049.01, Beaver County, Pennsylvania",389,63,16,17,7,12,7,11,17,26,7,12,20,18,34,27,20,21,23,21,20,22,69,41,96,53,28,24,7,12,8,12,10,16
1500000US420076049013,420076049013,"Block Group 3, Census Tract 6049.01, Beaver County, Pennsylvania",476,77,15,18,14,15,36,40,15,16,63,36,0,10,50,33,20,24,27,23,24,28,21,23,89,68,56,45,23,28,18,20,5,9
1500000US420076049014,420076049014,"Block Group 4, Census Tract 6049.01, Beaver County, Pennsylvania",388,74,46,47,0,10,50,51,0,10,0,10,18,19,7,12,12,14,7,11,25,30,53,37,34,28,63,40,33,31,18,20,22,21
1500000US420076049021,420076049021,"Block Group 1, Census Tract 6049.02, Beaver County, Pennsylvania",391,85,9,13,0,10,21,24,23,27,19,22,59,72,0,10,25,30,20,30,0,10,71,49,63,39,31,34,26,38,24,25,0,10
1500000US420076049022,420076049022,"Block Group 2, Census Tract 6049.02, Beaver County, Pennsylvania",484,89,9,14,0,10,22,26,26,31,10,16,13,21,0,10,10,15,13,21,71,61,24,29,139,66,62,57,63,47,22,25,0,10
1500000US420076049023,420076049023,"Block Group 3, Census Tract 6049.02, Beaver County, Pennsylvania",483,77,15,24,23,27,0,10,11,16,40,35,17,25,29,32,22,27,13,20,43,33,56,41,49,43,85,59,47,42,33,31,0,10
1500000US420076049024,420076049024,"Block Group 4, Census Tract 6049.02, Beaver County, Pennsylvania",617,98,15,23,94,83,0,10,0,10,29,33,17,20,0,10,84,52,13,21,76,64,60,44,84,64,56,38,15,23,41,45,33,37
1500000US420076050011,420076050011,"Block Group 1, Census Tract 6050.01, Beaver County, Pennsylvania",492,55,5,8,0,10,0,10,56,31,10,12,11,11,17,14,31,17,23,30,50,35,77,35,52,23,50,25,38,20,23,18,49,36
1500000US420076050012,420076050012,"Block Group 2, Census Tract 6050.01, Beaver County, Pennsylvania",513,54,14,14,16,14,50,45,49,42,23,20,5,7,25,18,33,35,32,31,40,31,58,32,63,31,37,20,30,18,33,29,5,8
1500000US420076050021,420076050021,"Block Group 1, Census Tract 6050.02, Beaver County, Pennsylvania",393,73,8,13,21,18,1,2,6,7,30,22,8,12,17,18,19,14,18,18,10,13,66,49,23,24,84,47,64,38,0,10,18,20
1500000US420076050022,420076050022,"Block Group 2, Census Tract 6050.02, Beaver County, Pennsylvania",562,86,40,30,7,12,8,12,24,22,38,42,15,15,0,10,16,20,21,25,67,42,66,47,109,60,63,51,52,43,21,17,15,18
1500000US420076050023,420076050023,"Block Group 3, Census Tract 6050.02, Beaver County, Pennsylvania",396,59,7,11,0,10,0,10,7,11,8,12,35,27,7,11,0,10,9,13,29,23,74,47,50,31,66,44,41,30,44,36,19,15
1500000US420076051001,420076051001,"Block Group 1, Census Tract 6051, Beaver County, Pennsylvania",274,73,30,36,0,10,0,10,0,10,11,17,11,19,0,10,0,10,11,18,15,24,24,27,131,83,9,16,18,29,14,23,0,10
1500000US420076051002,420076051002,"Block Group 2, Census Tract 6051, Beaver County, Pennsylvania",610,107,14,23,95,92,58,74,13,19,35,25,81,59,63,61,0,10,0,10,47,37,12,18,25,28,145,65,22,24,0,10,0,10
1500000US420076051003,420076051003,"Block Group 3, Census Tract 6051, Beaver County, Pennsylvania",308,42,10,7,9,7,4,5,4,6,11,14,12,9,10,7,25,16,20,13,43,23,26,13,38,14,51,18,20,11,13,15,12,9
1500000US420076051004,420076051004,"Block Group 4, Census Tract 6051, Beaver County, Pennsylvania",692,121,23,27,0,10,57,78,13,20,50,38,12,20,0,10,0,10,53,48,78,53,35,30,159,90,91,53,13,22,74,49,34,32
1500000US420076052001,420076052001,"Block Group 1, Census Tract 6052, Beaver County, Pennsylvania",638,52,31,15,42,24,58,20,43,23,71,35,55,26,31,18,33,16,24,18,48,18,54,25,89,30,31,18,15,10,6,6,7,7
1500000US420076052002,420076052002,"Block Group 2, Census Tract 6052, Beaver County, Pennsylvania",486,47,26,14,26,21,8,6,45,28,14,14,27,14,34,28,37,19,14,10,39,21,61,25,68,26,48,17,13,9,9,8,17,22
1500000US420076053001,420076053001,"Block Group 1, Census Tract 6053, Beaver County, Pennsylvania",235,45,17,14,19,13,13,18,6,5,11,10,8,7,14,11,21,16,5,7,20,13,56,34,26,15,12,8,7,7,0,10,0,10
1500000US420076053002,420076053002,"Block Group 2, Census Tract 6053, Beaver County, Pennsylvania",737,55,50,22,22,17,17,13,16,13,84,42,19,13,63,28,26,17,28,15,57,27,82,31,133,37,88,36,30,16,11,12,11,10
1500000US420076053003,420076053003,"Block Group 3, Census Tract 6053, Beaver County, Pennsylvania",337,54,16,15,16,14,13,12,8,11,34,21,7,9,12,13,33,20,20,16,16,15,58,27,84,37,14,11,0,10,4,6,2,4
1500000US420076054001,420076054001,"Block Group 1, Census Tract 6054, Beaver County, Pennsylvania",367,49,22,11,9,7,17,9,30,17,9,7,6,5,31,20,18,10,10,10,71,26,67,32,29,20,19,13,2,3,15,10,12,9
1500000US420076054002,420076054002,"Block Group 2, Census Tract 6054, Beaver County, Pennsylvania",800,95,231,87,86,60,62,35,89,63,40,45,63,50,14,13,14,14,37,32,64,39,45,36,18,16,18,14,3,4,8,8,8,11
1500000US420076054003,420076054003,"Block Group 3, Census Tract 6054, Beaver County, Pennsylvania",485,87,126,69,34,24,10,14,25,38,7,10,36,42,8,11,8,11,7,11,80,61,95,42,29,25,11,15,9,13,0,10,0,10
1500000US420076055001,420076055001,"Block Group 1, Census Tract 6055, Beaver County, Pennsylvania",603,103,17,25,0,10,13,21,14,23,21,24,0,10,26,29,11,17,28,32,99,51,40,37,86,56,62,55,32,35,62,51,92,86
1500000US420076055002,420076055002,"Block Group 2, Census Tract 6055, Beaver County, Pennsylvania",547,130,36,55,0,10,17,27,87,91,24,28,0,10,12,18,33,31,11,17,19,30,63,44,116,93,75,47,42,37,0,10,12,20
1500000US420076055003,420076055003,"Block Group 3, Census Tract 6055, Beaver County, Pennsylvania",869,139,11,17,75,53,74,46,81,52,54,43,34,28,35,26,23,29,35,30,73,71,88,56,89,48,121,93,33,25,28,30,15,14
1500000US420076056001,420076056001,"Block Group 1, Census Tract 6056, Beaver County, Pennsylvania",507,49,36,19,27,27,25,17,37,31,74,42,26,23,10,11,22,15,10,10,58,31,71,32,51,23,35,21,12,11,9,10,4,6
1500000US420076056002,420076056002,"Block Group 2, Census Tract 6056, Beaver County, Pennsylvania",643,72,33,20,29,28,15,12,12,11,51,28,54,31,19,12,14,12,10,10,64,26,60,25,92,29,106,43,60,25,16,15,8,8
1500000US420076056003,420076056003,"Block Group 3, Census Tract 6056, Beaver County, Pennsylvania",265,35,8,7,9,7,29,14,16,14,24,15,17,11,13,9,15,10,27,15,30,13,40,17,27,18,6,7,0,10,2,3,2,3
1500000US420076057001,420076057001,"Block Group 1, Census Tract 6057, Beaver County, Pennsylvania",233,94,44,45,81,84,8,13,4,8,0,10,29,35,0,10,0,10,8,14,20,20,12,20,8,13,19,25,0,10,0,10,0,10
1500000US420076057002,420076057002,"Block Group 2, Census Tract 6057, Beaver County, Pennsylvania",519,117,107,59,89,80,24,25,0,10,27,26,19,20,19,24,29,34,13,18,58,56,57,53,13,16,56,46,8,12,0,10,0,10
1500000US420076057003,420076057003,"Block Group 3, Census Tract 6057, Beaver County, Pennsylvania",256,90,18,29,46,46,0,10,0,10,0,10,0,10,37,51,20,29,17,24,9,14,0,10,31,31,25,25,53,66,0,10,0,10
1500000US420076058001,420076058001,"Block Group 1, Census Tract 6058, Beaver County, Pennsylvania",505,107,0,10,0,10,0,10,33,42,88,49,57,43,14,23,21,34,19,30,10,18,54,64,81,57,0,10,47,36,38,43,43,51
1500000US420076058002,420076058002,"Block Group 2, Census Tract 6058, Beaver County, Pennsylvania",377,117,0,10,17,27,0,10,12,22,43,51,18,28,11,18,87,104,21,33,60,94,35,40,17,27,11,19,45,45,0,10,0,10
1500000US420076058003,420076058003,"Block Group 3, Census Tract 6058, Beaver County, Pennsylvania",602,107,73,86,0,10,21,33,30,35,44,41,0,10,30,35,0,10,33,38,54,51,83,56,62,52,86,56,76,58,10,18,0,10
1500000US420076058004,420076058004,"Block Group 4, Census Tract 6058, Beaver County, Pennsylvania",591,124,0,10,44,47,0,10,15,25,0,10,0,10,51,56,0,10,20,29,66,60,107,59,55,48,126,92,92,57,0,10,15,25
1500000US420076058005,420076058005,"Block Group 5, Census Tract 6058, Beaver County, Pennsylvania",340,68,0,10,0,10,30,34,0,10,0,10,36,35,0,10,0,10,44,43,11,17,26,33,73,51,28,31,22,34,29,31,41,38
1500000US420099601001,420099601001,"Block Group 1, Census Tract 9601, Bedford County, Pennsylvania",355,35,59,22,27,11,13,8,26,14,19,13,7,5,11,9,14,10,22,21,46,16,48,24,31,16,24,9,0,10,8,8,0,10
1500000US420099601002,420099601002,"Block Group 2, Census Tract 9601, Bedford County, Pennsylvania",521,44,29,16,9,7,50,24,30,13,32,18,43,27,12,10,19,12,40,18,67,27,63,27,43,16,48,19,20,12,9,8,7,10
1500000US420099601003,420099601003,"Block Group 3, Census Tract 9601, Bedford County, Pennsylvania",577,49,22,17,21,14,36,18,60,21,14,9,18,10,46,16,32,14,18,11,67,22,65,23,76,28,63,26,14,10,14,10,11,8
1500000US420099602001,420099602001,"Block Group 1, Census Tract 9602, Bedford County, Pennsylvania",694,69,73,61,23,12,57,20,46,19,28,14,33,14,40,18,65,30,16,10,104,39,65,29,87,26,38,18,16,10,0,10,3,4
1500000US420099602002,420099602002,"Block Group 2, Census Tract 9602, Bedford County, Pennsylvania",313,40,17,13,8,8,25,12,25,10,17,8,13,9,8,11,17,10,10,6,36,16,32,13,41,16,35,22,11,9,11,8,7,6
1500000US420099602003,420099602003,"Block Group 3, Census Tract 9602, Bedford County, Pennsylvania",423,52,21,17,11,8,24,19,15,12,38,22,9,13,21,17,16,10,43,20,56,18,41,21,73,26,40,23,3,4,6,5,6,6
1500000US420099603001,420099603001,"Block Group 1, Census Tract 9603, Bedford County, Pennsylvania",676,72,21,13,23,14,66,23,49,19,27,20,40,17,26,14,51,23,39,17,79,37,63,22,117,34,34,19,24,18,7,9,10,8
1500000US420099603002,420099603002,"Block Group 2, Census Tract 9603, Bedford County, Pennsylvania",799,98,50,59,43,39,104,68,37,38,0,10,31,33,32,31,12,18,0,10,53,46,89,62,186,75,38,42,124,55,0,10,0,10
1500000US420099603003,420099603003,"Block Group 3, Census Tract 9603, Bedford County, Pennsylvania",496,109,48,61,69,66,14,22,49,39,34,35,16,21,90,69,16,20,0,10,63,42,47,35,50,41,0,10,0,10,0,10,0,10
1500000US420099604001,420099604001,"Block Group 1, Census Tract 9604, Bedford County, Pennsylvania",362,56,41,32,24,15,9,7,15,12,16,14,19,14,23,24,23,15,16,14,43,30,63,28,19,10,41,26,10,10,0,10,0,10
1500000US420099604002,420099604002,"Block Group 2, Census Tract 9604, Bedford County, Pennsylvania",484,45,28,21,16,12,5,6,42,18,28,18,27,17,18,14,22,14,35,17,45,18,53,20,96,31,34,18,8,8,15,12,12,12
1500000US420099604003,420099604003,"Block Group 3, Census Tract 9604, Bedford County, Pennsylvania",454,43,50,23,24,13,4,5,21,17,25,20,20,11,44,20,28,17,19,13,32,15,59,21,40,17,52,20,18,11,12,9,6,6
1500000US420099604004,420099604004,"Block Group 4, Census Tract 9604, Bedford County, Pennsylvania",630,50,24,11,33,19,21,13,38,23,28,16,33,14,23,11,39,18,31,13,76,20,78,24,105,25,29,14,28,17,23,13,21,14
1500000US420099605001,420099605001,"Block Group 1, Census Tract 9605, Bedford County, Pennsylvania",273,44,35,23,25,19,25,16,32,18,11,9,10,9,13,10,17,8,2,5,36,24,23,18,16,10,25,15,3,4,0,10,0,10
1500000US420099605002,420099605002,"Block Group 2, Census Tract 9605, Bedford County, Pennsylvania",458,60,52,28,22,14,26,17,24,22,45,24,17,12,27,22,29,17,22,17,50,25,64,28,49,33,16,13,0,10,11,9,4,5
1500000US420099605003,420099605003,"Block Group 3, Census Tract 9605, Bedford County, Pennsylvania",292,48,12,14,4,5,18,19,37,23,11,11,14,12,20,17,11,9,9,8,26,17,14,9,20,13,68,37,3,5,25,18,0,10
1500000US420099605004,420099605004,"Block Group 4, Census Tract 9605, Bedford County, Pennsylvania",453,56,64,40,14,13,47,27,47,25,31,15,26,13,20,12,6,6,34,21,30,16,45,21,49,27,10,9,19,16,8,10,3,4
1500000US420099606001,420099606001,"Block Group 1, Census Tract 9606, Bedford County, Pennsylvania",372,108,25,38,19,23,13,20,28,32,16,24,31,37,52,69,0,10,14,21,12,19,15,25,46,43,33,45,36,39,32,36,0,10
1500000US420099606002,420099606002,"Block Group 2, Census Tract 9606, Bedford County, Pennsylvania",276,67,40,33,11,13,22,23,17,23,19,17,4,7,11,12,13,14,11,13,35,37,34,26,21,16,15,14,0,10,7,11,16,19
1500000US420099606003,420099606003,"Block Group 3, Census Tract 9606, Bedford County, Pennsylvania",517,87,30,20,76,37,55,37,33,30,37,23,54,45,21,21,22,19,47,44,26,23,30,24,39,40,42,32,0,10,5,7,0,10
1500000US420099606004,420099606004,"Block Group 4, Census Tract 9606, Bedford County, Pennsylvania",339,99,70,51,15,24,55,68,0,10,0,10,8,15,9,17,14,23,0,10,13,20,49,43,90,70,16,27,0,10,0,10,0,10
1500000US420099606005,420099606005,"Block Group 5, Census Tract 9606, Bedford County, Pennsylvania",619,124,47,41,15,24,23,36,16,26,72,50,14,23,27,42,22,33,70,65,33,38,85,76,112,84,34,38,49,54,0,10,0,10
1500000US420099607001,420099607001,"Block Group 1, Census Tract 9607, Bedford County, Pennsylvania",436,59,19,21,69,39,55,33,61,54,31,27,15,13,19,21,33,37,29,25,28,24,46,32,21,19,8,13,0,10,2,6,0,10
1500000US420099607002,420099607002,"Block Group 2, Census Tract 9607, Bedford County, Pennsylvania",282,74,0,10,43,43,72,61,0,10,28,26,10,16,9,13,11,18,18,19,56,40,19,20,7,12,0,10,9,14,0,10,0,10
1500000US420099607003,420099607003,"Block Group 3, Census Tract 9607, Bedford County, Pennsylvania",336,59,17,27,14,16,18,19,8,14,10,16,8,13,35,28,19,21,28,20,69,48,45,34,31,22,22,19,2,8,0,10,10,17
1500000US420099607004,420099607004,"Block Group 4, Census Tract 9607, Bedford County, Pennsylvania",273,60,6,10,0,10,18,21,0,10,0,10,28,16,30,27,8,13,8,12,17,19,27,26,21,23,27,29,51,49,24,22,8,14
1500000US420099608001,420099608001,"Block Group 1, Census Tract 9608, Bedford County, Pennsylvania",306,70,10,16,0,10,41,37,51,58,14,23,12,20,0,10,0,10,30,29,13,21,20,31,93,62,0,10,9,17,13,20,0,10
1500000US420099608002,420099608002,"Block Group 2, Census Tract 9608, Bedford County, Pennsylvania",518,95,51,48,52,44,0,10,18,30,0,10,0,10,17,29,20,33,44,45,99,83,71,53,30,35,84,76,18,28,0,10,14,23
1500000US420099608003,420099608003,"Block Group 3, Census Tract 9608, Bedford County, Pennsylvania",631,108,36,36,11,20,7,13,21,33,40,37,35,39,49,56,30,35,13,23,106,55,83,59,50,46,99,62,17,25,34,34,0,10
1500000US420099608004,420099608004,"Block Group 4, Census Tract 9608, Bedford County, Pennsylvania",610,93,14,23,16,27,76,58,42,41,32,47,75,54,22,36,45,44,0,10,61,66,43,39,111,82,37,32,11,18,25,33,0,10
1500000US420099609001,420099609001,"Block Group 1, Census Tract 9609, Bedford County, Pennsylvania",539,61,60,30,15,11,5,5,26,18,10,7,54,28,35,17,35,14,8,5,41,27,66,28,80,26,47,20,31,17,12,10,14,11
1500000US420099609002,420099609002,"Block Group 2, Census Tract 9609, Bedford County, Pennsylvania",486,49,33,19,37,24,13,9,27,14,28,16,29,16,28,18,23,15,15,11,38,17,63,27,85,34,38,18,20,14,0,10,9,9
1500000US420099609003,420099609003,"Block Group 3, Census Tract 9609, Bedford County, Pennsylvania",430,50,4,7,24,14,38,21,17,16,35,15,46,23,34,20,26,15,9,7,56,21,48,24,41,18,36,15,13,10,0,10,3,5
1500000US420099609004,420099609004,"Block Group 4, Census Tract 9609, Bedford County, Pennsylvania",491,43,41,20,36,22,28,14,26,14,19,10,36,20,26,14,16,12,38,19,37,16,71,19,49,18,30,16,22,16,8,6,8,7
1500000US420099610001,420099610001,"Block Group 1, Census Tract 9610, Bedford County, Pennsylvania",528,48,47,24,26,14,37,20,33,13,36,19,18,15,49,23,35,20,33,16,45,22,44,16,48,18,41,28,4,6,16,15,16,15
1500000US420099610002,420099610002,"Block Group 2, Census Tract 9610, Bedford County, Pennsylvania",651,50,25,17,28,13,13,9,38,14,36,15,45,20,60,26,36,15,15,9,71,26,75,26,76,23,59,18,33,18,28,16,13,9
1500000US420099610003,420099610003,"Block Group 3, Census Tract 9610, Bedford County, Pennsylvania",569,40,26,17,33,16,16,13,38,14,18,17,26,12,30,11,25,13,28,14,109,38,66,27,62,21,28,14,32,24,16,9,16,12
1500000US420099610004,420099610004,"Block Group 4, Census Tract 9610, Bedford County, Pennsylvania",559,57,29,12,40,22,36,15,46,23,52,23,30,16,21,14,20,12,6,6,61,26,68,24,78,21,34,15,12,15,18,11,8,9
1500000US420099611001,420099611001,"Block Group 1, Census Tract 9611, Bedford County, Pennsylvania",562,48,13,9,23,17,29,14,20,12,58,27,11,8,26,14,40,26,37,21,39,18,68,19,101,30,45,21,18,10,24,11,10,8
1500000US420099611002,420099611002,"Block Group 2, Census Tract 9611, Bedford County, Pennsylvania",315,42,15,14,26,21,16,10,27,19,23,12,18,15,15,15,21,16,0,10,41,17,45,22,23,15,15,11,19,18,11,16,0,10
1500000US420099611003,420099611003,"Block Group 3, Census Tract 9611, Bedford County, Pennsylvania",330,41,16,12,26,15,35,15,16,9,35,18,13,8,20,14,20,13,16,11,39,21,38,19,14,7,25,16,10,10,0,10,7,11
1500000US420099611004,420099611004,"Block Group 4, Census Tract 9611, Bedford County, Pennsylvania",431,41,16,14,33,18,19,12,19,14,23,12,37,24,25,14,40,23,27,15,47,19,34,15,50,20,22,10,20,12,13,8,6,6
1500000US420110001001,420110001001,"Block Group 1, Census Tract 1, Berks County, Pennsylvania",381,137,125,99,65,65,39,61,33,28,46,67,0,10,24,30,0,10,11,19,18,25,20,32,0,10,0,10,0,10,0,10,0,10
1500000US420110001002,420110001002,"Block Group 2, Census Tract 1, Berks County, Pennsylvania",967,196,398,154,175,109,160,119,89,81,28,43,14,22,12,19,32,40,0,10,0,10,0,10,42,55,0,10,0,10,0,10,17,34
1500000US420110001003,420110001003,"Block Group 3, Census Tract 1, Berks County, Pennsylvania",296,141,17,32,28,46,45,51,74,87,55,69,53,72,8,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,16,26,0,10
1500000US420110001004,420110001004,"Block Group 4, Census Tract 1, Berks County, Pennsylvania",388,143,57,53,111,93,0,10,16,26,19,30,42,66,18,29,0,10,0,10,112,85,13,22,0,10,0,10,0,10,0,10,0,10
1500000US420110001005,420110001005,"Block Group 5, Census Tract 1, Berks County, Pennsylvania",298,128,29,34,8,15,57,69,39,60,73,62,31,43,0,10,15,24,0,10,46,65,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420110002001,420110002001,"Block Group 1, Census Tract 2, Berks County, Pennsylvania",831,128,396,114,123,87,126,65,40,44,18,22,0,10,29,26,8,12,0,10,28,27,20,19,7,11,0,10,11,14,0,10,25,34
1500000US420110002002,420110002002,"Block Group 2, Census Tract 2, Berks County, Pennsylvania",327,83,11,17,96,70,19,20,10,14,7,12,19,19,8,13,8,13,0,10,9,13,51,30,51,41,38,47,0,10,0,10,0,10
1500000US420110002003,420110002003,"Block Group 3, Census Tract 2, Berks County, Pennsylvania",545,98,41,24,79,60,46,51,80,45,25,19,82,64,31,29,55,37,0,10,15,17,22,25,17,17,29,25,6,9,8,13,9,13
