FID,WUDS_ID,CNTY_CODE,CNTY_NAME,OWNERSHIP,GW_SOURCE,SW_SOURCE,INTCONNECT,LAST_DATE,PWS_ID,SHAPE_Leng,SHAPE_Area,PWS_Name,AREA_GEO
371,18506,46,Montgomery,Private Investor Owned,Y,N,N,3/9/2016 0:00:00,1460085,61071.670133599996916,79502629.182799994945526,AQUA PA SUPERIOR MAIN SYSTEM,46195102.965899996459484
372,19417,46,Montgomery,Authority,Y,N,Y,1/1/2003 0:00:00,1460034,167249.337700000003679,368635014.908999979496002,NORTH PENN WATER AUTH,214454299.812999993562698
373,18623,46,Montgomery,Private Investor Owned,Y,N,Y,1/13/2015 0:00:00,1460092,4246.038652909999655,869597.145228000008501,AQUA PA SUPERIOR CTR POINT,506787.966518000001088
374,19423,46,Montgomery,Authority,Y,N,Y,1/1/2003 0:00:00,1460050,37786.137149700000009,39038196.708800002932549,TELFORD BORO AUTH,22656492.397199999541044
375,20507,07,Blair,Association,Y,N,N,2/28/2006 0:00:00,4070056,2385.467490559999987,265854.826314000005368,VAIL WATER ASSOC,152636.267831000004662
376,19420,46,Montgomery,Authority,Y,N,Y,1/1/2003 0:00:00,1460048,120518.118444000007003,181580878.974999994039536,NORTH WALES WATER AUTH,105796041.910999998450279
377,19418,46,Montgomery,Municipal,Y,N,Y,1/1/2003 0:00:00,1460020,29146.088071400001354,26994598.652399998158216,AMBLER BORO WATER DEPT,15752734.772800000384450
378,18422,46,Montgomery,Mobile Home Park,N,N,Y,4/2/2015 0:00:00,1460077,4573.952803209999729,1207577.280439999885857,VILLAGE OF NESHAMINY FALLS,702948.873842000029981
379,19424,46,Montgomery,Municipal,Y,N,N,1/1/2003 0:00:00,1460022,17341.080991399998311,16071272.184200000017881,COLLEGEVILLE TRAPPE JT PUBLIC,9366810.231040000915527
380,19427,46,Montgomery,Institutional Education,Y,N,N,1/1/2003 0:00:00,1460056,898.715732149000019,38624.059717199997976,ST GABRIELS HALL,22562.918952399999398
381,19425,46,Montgomery,Municipal,Y,Y,Y,1/11/2016 0:00:00,1460023,9706.405843110000205,2618123.230090000201017,EAST GREENVILLE BORO WATER DEPT,1516452.097109999973327
382,19426,46,Montgomery,Authority,Y,N,Y,1/1/2003 0:00:00,1460033,52705.457000100002915,70011727.142599999904633,HORSHAM W AND S AUTH,40798578.266500003635883
383,19431,46,Montgomery,Authority,Y,Y,Y,3/27/2018 0:00:00,1460039,25278.237019799998961,9721631.973489999771118,RED HILL WATER AUTH,5627149.498650000430644
384,18830,06,Berks,Mobile Home Park,Y,N,N,3/3/2016 0:00:00,3060037,3023.818756340000164,587814.041436000028625,HEREFORD ESTATES MHP,340005.822761000017636
385,19433,46,Montgomery,Institutional Correctional,Y,N,Y,1/15/2016 0:00:00,1460059,17089.717128799999045,11511464.230399999767542,GRATERFORD STATE CORR INST,6702450.282899999991059
386,18143,46,Montgomery,Private Investor Owned,Y,N,N,8/2/2016 0:00:00,1460068,2810.304402060000029,468027.330023000016809,AQUA PA PERKIOMEN WOODS,272932.821524000028148
387,19835,46,Montgomery,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,1460005,1432.483211080000046,96555.483279499996570,WINDHAVEN MOBILE HOME ESTATES,56189.742574299998523
388,20535,46,Montgomery,Apartments,Y,N,N,1/1/2003 0:00:00,1460086,687.448661477999963,25159.535705199999938,ST LUKE KNOLLS APT,14607.794600799999898
389,49968,46,Montgomery,Private Investor Owned,Y,N,N,2/15/2016 0:00:00,1460007,2383.413362740000139,341281.108238000015263,AQUA PA SUPERIOR IVY RIDGE,198252.176365999999689
390,18347,01,Adams,Mobile Home Park,Y,N,N,3/20/2015 0:00:00,7010041,3957.545651580000140,670503.674761999980547,CHESAPEAKE ESTATES OF NEW OXFORD,394785.788740999996662
391,18613,01,Adams,Mobile Home Park,Y,N,N,3/25/2015 0:00:00,7010053,2033.978934109999955,257334.962449000013294,WALNUT GROVE MHP,151080.555247000011150
392,20271,01,Adams,Institutional Health,Y,N,N,1/1/2003 0:00:00,7010007,1167.487909899999977,91224.647793099997216,PASSAGE VILLAGE OF LAUREL RUN,53624.642899899998156
393,18824,06,Berks,Authority,Y,N,N,1/1/2003 0:00:00,3060052,23145.017376600000716,8222539.304949999786913,CAERNARVON TWP WATER AUTH,4798120.548419999890029
394,19983,06,Berks,Mobile Home Park,Y,N,N,3/3/2016 0:00:00,3060004,1319.441533639999989,130415.591593000004650,WOODLAND MHP,75464.102362599995104
395,19263,36,Lancaster,Municipal,Y,Y,N,3/20/2015 0:00:00,7360017,16118.411786099999517,5944381.358409999869764,DENVER BORO,3460608.046279999893159
396,19840,08,Bradford,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,2080002,1143.184114939999972,49875.474688700000115,DEMORGAN ACRES MHP,27786.417019699998491
397,18716,01,Adams,Private Investor Owned,Y,N,N,3/5/2018 0:00:00,7010035,12992.413936200000535,5742941.263939999975264,PA AMER WATER CO LAKE HERITAGE DIST,3384799.418060000054538
398,18764,03,Armstrong,Authority,N,Y,Y,1/1/2003 0:00:00,5030043,169091.119880999991437,145345573.851000010967255,KITTANNING SUB JT WATER AUTH,83071773.976400002837181
399,18766,03,Armstrong,Authority,N,N,Y,1/1/2003 0:00:00,5030010,50034.463441499996406,38857374.230899997055531,GILPIN TWP MUNI WATER AUTH,22333089.848600000143051
400,18457,59,Tioga,Mobile Home Park,Y,N,N,1/2/2018 0:00:00,2590041,1811.380569659999992,152085.763921000005212,DELMAR MEADOWS MHC,84761.824210999999195
401,20095,41,Lycoming,Mobile Home Park,Y,N,N,,4410166,1875.427867260000085,144811.099107999994885,FOXCROFT MANOR MHP,81895.569110900003579
402,18771,03,Armstrong,Authority,N,N,Y,3/17/2016 0:00:00,5030025,119734.114885000002687,16711641.817600000649691,PARKS TWP MUNI WATER AUTH,9611062.149450000375509
403,18819,06,Berks,Municipal,N,N,Y,5/8/2014 0:00:00,3060078,6878.587557249999918,2653173.203859999775887,WEST READING BORO,1540010.952090000035241
404,19619,06,Berks,Authority,N,N,Y,1/1/2003 0:00:00,3060067,34040.735320699997828,15971488.211600000038743,SHILLINGTON MUNI AUTH,9280282.627019999548793
405,18801,05,Bedford,Municipal,Y,Y,N,3/1/2018 0:00:00,4050003,7949.726057030000447,2291621.418010000139475,HYNDMAN BORO WATER DEPT,1350177.153940000105649
406,19852,08,Bradford,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,2080023,805.132912573999988,40065.106794200000877,RIDGEBURY MANOR MHP,22139.249369100001786
407,18909,10,Butler,Association,Y,N,N,1/1/2003 0:00:00,5100099,3485.179111540000122,298753.914836000010837,MARION TWP WTP,169449.556936000008136
408,19047,17,Clearfield,Municipal,Y,N,N,1/1/2003 0:00:00,6170004,11230.244550499999605,7878849.823160000145435,BURNSIDE BORO WATER SYS,4508613.732080000452697
409,19097,21,Cumberland,Authority,Y,N,Y,1/1/2003 0:00:00,7210043,202329.197843000001740,40532201.623300001025200,SHIPPENSBURG BORO AUTH,23723712.195000000298023
410,19103,21,Cumberland,Authority,Y,N,Y,3/28/2018 0:00:00,7210050,59137.679477300000144,54924456.552599996328354,SOUTH MIDDLETON TWP MUNI AUTH,32034344.437699999660254
411,19875,40,Luzerne,Mobile Home Park,Y,N,N,3/26/2015 0:00:00,2400036,1135.871853820000069,62581.584330500001670,COUNTRY CREST MHP,35327.984688299999107
412,20289,21,Cumberland,Mobile Home Park,Y,N,N,3/10/2016 0:00:00,7210060,2424.514604750000217,322241.018398999993224,VIEW MOUNTAIN MHP,187569.231712000007974
413,18482,25,Erie,Authority,Y,N,Y,3/24/2017 0:00:00,6250090,51912.087522100002388,107087539.284999996423721,SUMMIT TWP WATER AUTH,59030938.885799996554852
414,18431,25,Erie,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,6250085,1922.141138709999950,229117.406228000007104,HOLLY ACRES MHP,126136.479514999999083
415,49522,25,Erie,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,6250021,1083.686195680000083,61190.033509300003061,WINDSOR MHP,33886.505117300002894
416,19280,36,Lancaster,Authority,Y,N,N,2/23/2018 0:00:00,7360141,23372.944049000001542,6783485.853149999864399,WEST COCALICO TWP AUTH,3944831.755400000140071
417,20311,36,Lancaster,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,7360006,1239.905328580000059,88595.255232499999693,BROOKSIDE MHP,51611.581126500001119
418,18371,36,Lancaster,Mobile Home Park,Y,N,N,4/9/2008 0:00:00,7360023,2441.564022970000224,278940.147589000000153,LAKEVIEW MHP,162708.083291999995708
419,18165,40,Luzerne,Association,Y,N,N,1/1/2003 0:00:00,2400017,1988.472345270000005,203579.274937000009231,CHASE MANOR WATER ASSN,114859.540594000005512
420,18350,40,Luzerne,Apartments,Y,N,Y,1/1/2003 0:00:00,2400110,1369.541138959999898,132920.043200999993132,COUNTRY CLUB APTS,74826.177591700004996
421,19335,40,Luzerne,Private Investor Owned,Y,N,N,1/1/2003 0:00:00,2400082,3745.060809120000158,499193.292330999975093,OVERBROOK WATER CO,281284.651919000025373
422,19341,40,Luzerne,Private Investor Owned,Y,N,N,3/23/2018 0:00:00,2400086,8086.650795419999668,3401483.774989999830723,INDIAN SPRINGS WATER CO,1927203.784170000115409
423,19873,40,Luzerne,Institutional Health,Y,N,N,1/1/2003 0:00:00,2400027,241.442360600000001,3923.428153230000134,THE GARDENS AT LAKESIDE,2209.350591049999821
424,19377,42,McKean,Municipal,Y,N,N,3/30/2015 0:00:00,6420023,24826.190838599999552,18089052.815499998629093,SMETHPORT BORO,10042794.485300000756979
425,20476,46,Montgomery,Municipal,Y,N,N,3/30/2015 0:00:00,1460087,2864.893559369999821,363385.334281000017654,PERKIOMEN CROSSING,211109.100410999992164
426,19392,44,Mifflin,Authority,Y,Y,N,3/27/2018 0:00:00,4440010,231087.672185000003083,108909578.525000005960464,LEWISTOWN BORO MUNI AUTH,62651475.939999997615814
427,19471,50,Perry,Municipal,Y,N,N,3/28/2016 0:00:00,7500019,18125.272430199998780,3105198.249050000216812,DUNCANNON WATER SYS,1799406.792670000111684
428,18713,01,Adams,Authority,Y,N,N,1/1/2003 0:00:00,7010032,9062.828108879999490,1015174.534690000000410,FRANKLIN TWP MUNI AUTH WATER SYS,597044.579804999986663
429,20429,01,Adams,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,7010011,1614.824003129999937,136789.380333000008250,OAK VILLAGE MHP,80444.080189600004815
430,19330,40,Luzerne,Private Investor Owned,Y,N,N,3/13/2015 0:00:00,2400079,8494.256133990000308,4233097.145109999924898,AQUA PA PENN LAKE,2400839.972370000090450
431,18443,09,Bucks,Authority,Y,N,Y,4/5/2010 0:00:00,1090125,56276.943471099999442,41835811.245899997651577,MILFORD TWP WATER AUTH,24209233.608100000768900
432,18812,06,Berks,Authority,Y,Y,N,2/20/2014 0:00:00,3060010,12192.053434199999174,7266181.571360000409186,BIRDSBORO MUNI AUTH,4226548.768410000018775
433,18820,06,Berks,Municipal,N,N,Y,4/9/2015 0:00:00,3060083,21898.292600799999491,16382202.538100000470877,WYOMISSING BORO,9509715.495230000466108
434,18541,14,Centre,Municipal,Y,N,N,1/1/2003 0:00:00,4140125,2524.662487560000045,128983.640723000004073,COUNTRY CLUB PARK,73839.445202400005655
435,19029,16,Clarion,Municipal,N,Y,N,3/20/2015 0:00:00,6160003,9647.006978139999774,1994356.160320000024512,EAST BRADY BORO WATER CO,1135415.703070000046864
436,19717,21,Cumberland,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,7210068,1653.124629129999903,93193.580513599998085,HODGES MHP,54186.194620700000087
437,20217,25,Erie,Association,Y,N,N,1/1/2003 0:00:00,6250038,2650.615826199999901,456179.309976999997161,OLD ORCHARD SUBDIVISION,251295.907749000005424
438,19776,25,Erie,Association,N,N,Y,3/1/2017 0:00:00,6250070,3834.888348359999782,754712.417555000050925,COLONY WATER ASSN,415471.754871000011917
439,18673,36,Lancaster,Institutional Health,Y,N,N,2/28/2017 0:00:00,7360061,3160.406832650000069,540043.155650999979116,SUNNY CREST HOME INC,315099.530180000001565
440,19262,36,Lancaster,Authority,Y,N,N,9/14/2015 0:00:00,7360003,9527.483190240000113,1844252.714099999982864,BAINBRIDGE WATER AUTH,1078087.019169999985024
441,19395,44,Mifflin,Authority,Y,Y,N,1/1/2003 0:00:00,4440008,7234.112576219999937,1595154.909440000075847,ALLENSVILLE MUNI AUTH,920359.656325999996625
442,18445,46,Montgomery,Mobile Home Park,Y,N,N,1/13/2016 0:00:00,1460030,2678.666980359999798,446011.904304999974556,OAK GROVE PARK MHP,259225.554250999994110
443,19338,40,Luzerne,Private Investor Owned,Y,N,N,2/5/2015 0:00:00,2400085,3629.370375420000073,614559.530584000051022,AQUA PA BARRETT,345883.810196999984328
444,18762,03,Armstrong,Authority,Y,N,N,1/1/2003 0:00:00,5030021,2059.756056159999844,243118.154120999999577,COWANSHANNOCK TWP MUNI AUTH MARGARET,139294.544587000011234
445,19616,03,Armstrong,Authority,Y,N,Y,1/1/2003 0:00:00,5030047,16233.630174800000532,2411563.285310000181198,COWANSHANNOCK TWP MUNI AUTH YATESBORO,1380659.190579999936745
446,19708,03,Armstrong,Authority,N,N,Y,1/1/2003 0:00:00,5030049,53336.021363499996369,45114943.624600000679493,SOUTH BUFFALO TWP MUNI AUTH,25881659.438700001686811
447,19989,06,Berks,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3060028,948.798231201000021,41699.473606300001848,VALLEY VIEW TRAILER PARK BLANDON,24123.934576700001344
448,20001,06,Berks,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3060073,654.262295261999952,26097.214351499998884,VALLEY VIEW MHP WERNERSVILLE,15144.358367799999542
449,18822,06,Berks,Municipal,Y,N,N,1/1/2003 0:00:00,3060002,11837.809981300000800,2291420.526380000170320,BALLY MUNI WATERWORKS,1327479.827019999967888
450,37549,10,Butler,Institutional Health,Y,N,N,3/24/2015 0:00:00,5100133,1188.446201550000069,64406.583252500000526,CHERRY HILL CORP,36917.834513200003130
451,18800,05,Bedford,Authority,Y,N,N,1/1/2003 0:00:00,4050012,23386.926514899998438,4963598.792700000107288,EVERETT MUNI AUTH,2907220.648779999930412
452,18986,14,Centre,Association,Y,N,N,1/1/2003 0:00:00,4140014,5203.685102690000349,1606927.480740000028163,MT EAGLE WATER ASSN,914917.636190999997780
453,20061,14,Centre,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,4140043,1091.956142709999995,69529.933114900006331,MARTHA FURNACE MHP,39753.782551700001932
454,19053,17,Clearfield,Authority,Y,Y,N,2/11/2015 0:00:00,6170023,100694.384497999999439,186759852.592999994754791,HOUTZDALE MUNI AUTH,106842946.891000002622604
455,19043,17,Clearfield,Authority,Y,Y,N,9/25/2017 0:00:00,6170008,111613.635685000001104,77780576.909299999475479,CLEARFIELD MUNI AUTH,44227772.280199997127056
456,19054,17,Clearfield,Authority,N,N,Y,1/1/2003 0:00:00,6170024,33408.697124199999962,10104694.236500000581145,HUSTON TWP MUNI AUTH,5711925.841850000433624
457,18205,48,Northampton,Authority,N,N,Y,3/20/2015 0:00:00,3480814,6197.339585329999863,2458876.852690000087023,BETHLEHEM 512 SYS,1411166.572399999946356
458,18249,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480015,3928.664821540000048,700250.904923000023700,HICKORY HILLS MHP,401198.351900000008754
459,19458,48,Northampton,Private Investor Owned,Y,N,N,2/11/2015 0:00:00,3480029,2111.310721459999968,215362.648343999986537,AQUA PA EVANWOOD,123480.757794999997714
460,19348,40,Luzerne,Private Investor Owned,Y,N,N,3/12/2015 0:00:00,2400073,2473.470905170000151,50958.822813300001144,SUEZ WATER PA BROWN MANOR,28712.214255800001411
461,18250,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480075,2056.203722700000071,273925.308103999996092,MOUNTAIN VIEW MHP,156893.045431000005919
462,18291,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480044,948.849735661999944,52377.018732800002908,ROYAL OAKS MHP,30019.280171200000041
463,18387,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480040,1783.306177070000103,95460.922865800006548,SCOTTYS MANUFACTURED HOME SALES AND PARK WATER SYS,54740.006290099998296
464,19446,48,Northampton,Authority,Y,N,N,3/20/2015 0:00:00,3480021,2340.817198390000158,267124.857919999980368,BETHLEHEM EAST ALLEN GARDENS,153333.379579000000376
465,19448,48,Northampton,Authority,Y,N,N,3/20/2015 0:00:00,3480079,1738.039469260000033,159068.694233999995049,BETHLEHEM WIL MAR MANOR,91323.502418100004434
466,19450,48,Northampton,Municipal,Y,N,N,3/20/2015 0:00:00,3480056,1543.281366310000067,104066.846808000002056,BETHLEHEM COUNTRY SQUIRE EST,59716.933884500002023
467,19457,48,Northampton,Authority,Y,N,N,3/20/2017 0:00:00,3480028,3605.230639450000126,688732.908358999993652,LEHIGH CNTY AUTH NCSA CLEARVIEW FARMS DIV,394608.646652000024915
468,19460,48,Northampton,Authority,Y,N,N,1/1/2003 0:00:00,3480032,17945.349499700001616,4374324.653230000287294,WALNUTPORT AUTH,2507566.166370000224560
469,19772,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480058,1330.449234330000081,105405.910440999999992,WHISPERING HOLLOW NORTH MHP,60430.052869400002237
470,20022,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480006,654.428521480999962,27605.325594199999614,GREEN ACRES LLC,15860.810419999999795
471,20023,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480007,516.098798371000044,16543.800750300000800,DEL AIRE MHP,9506.332848469999590
472,20024,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480008,803.233254077999959,40867.171135199998389,MEADOWBROOK MHP NORTHAMPTON CNTY,23352.530510699998558
473,20026,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480011,906.620863436000036,33537.308474199999182,DRIFTWOOD MHP,19220.034402900000714
474,20028,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480013,831.625692092000008,24593.006902199998876,THE ORCHARD AT AIRPORT RD,14110.625069800000347
475,20030,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480035,891.230082627999991,45166.782340400000976,RIVERS EDGE MHP,25834.265518200001679
476,58945,20,Crawford,Mobile Home Park,Y,N,N,3/21/2016 0:00:00,6200020,802.264916906000053,36490.527444599996670,HYDETOWN PARK EAST,20350.048675099998945
477,19561,58,Susquehanna,Private Investor Owned,Y,Y,N,3/5/2018 0:00:00,2580024,87938.861498099999153,20556220.996599998325109,PA AMER WATER CO SUSQUEHANNA DIST,11360456.099600000306964
478,20031,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480037,2128.123329399999875,273590.025621999986470,CEDAR GROVE MHP,156727.703510999999708
479,20033,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480041,703.953963116999944,19822.597210500000074,KELLOWS MHP,11375.928254099999322
480,20034,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480043,496.794153339999980,14786.454524999999194,CROSSROADS MHP,8472.307378109999263
481,20496,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480072,804.085747127999980,37476.725733799998125,GAP VIEW MHP,21470.136439099998825
482,37613,48,Northampton,Private Investor Owned,Y,N,N,1/1/2003 0:00:00,3480089,3065.877920089999861,285590.474930000025779,HERITAGE VILLAGE WATER CO,163560.750367000000551
483,18230,48,Northampton,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,3480045,1637.982523989999891,162211.501389000011841,WHISPERING HOLLOW SOUTH MHP,93076.467209700000240
484,19444,48,Northampton,Authority,Y,N,N,3/10/2016 0:00:00,3480066,14877.045493899999201,4955826.201569999568164,BATH BORO MUNI AUTH,2843067.001050000078976
485,18761,03,Armstrong,Authority,Y,N,N,1/1/2003 0:00:00,5030022,5373.418587299999672,1263942.911839999957010,COWANSHANNOCK TWP MUNI AUTH SAGAMORE,724012.728972999961115
486,18308,50,Perry,Mobile Home Park,Y,N,N,3/19/2015 0:00:00,7500010,2108.748343570000088,249759.679571999993641,ORCHARD HILLS MHP,144938.960710999992443
487,19469,50,Perry,Authority,Y,N,N,2/18/2016 0:00:00,7500012,9492.496978380000655,2589899.382840000092983,BLOOMFIELD BORO WATER AUTH,1499539.276989999925718
488,19473,50,Perry,Municipal,Y,N,N,3/30/2015 0:00:00,7500021,8040.347439350000059,2057261.794590000063181,MILLERSTOWN BORO WATER WORKS,1186453.750419999938458
489,19474,50,Perry,Authority,Y,Y,N,1/1/2003 0:00:00,7500022,24152.309263800001645,7534838.313640000298619,NEWPORT BORO WATER AUTH,4354172.469990000128746
490,19475,50,Perry,Authority,Y,N,N,3/23/2015 0:00:00,7500015,2369.831479410000156,316509.452216000005137,SUNSHINE HILL WATER CO,183354.441434999986086
491,19476,50,Perry,Institutional Correctional,Y,N,N,1/1/2003 0:00:00,7500031,2790.646459409999807,334360.997834999987390,LOYSVILLE YOUTH DEV CENTER,193870.094194000004791
492,20378,50,Perry,Mobile Home Park,Y,N,N,2/28/2017 0:00:00,7500003,2159.770599569999831,228890.134389999991981,PARADISE MHP,132549.847496000002138
493,20379,50,Perry,Mobile Home Park,Y,N,N,3/8/2016 0:00:00,7500006,2963.947751950000111,542428.195980999968015,CREEKVIEW FARMS MHP,314809.998209999990650
494,20381,50,Perry,Apartments,Y,N,N,2/28/2017 0:00:00,7500024,1537.840408159999924,113794.412244999999530,SKYVIEW GARDENS APTS,65921.483782299997984
495,20382,50,Perry,Apartments,Y,N,N,3/26/2015 0:00:00,7500025,1631.544376009999951,200532.950095000007423,HILLSIDE MANOR APT,115886.443587000001571
496,20384,50,Perry,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,7500029,1144.305881329999920,49239.390001599997049,DEER CHASE MHP,28473.046201599998312
497,19557,56,Somerset,Authority,Y,N,N,3/28/2016 0:00:00,4560024,21730.916311000000860,21376466.311400000005960,SEVEN SPRINGS MUNI AUTH,12520847.281400000676513
498,60931,05,Bedford,Authority,Y,N,N,1/21/2016 0:00:00,4050038,14256.120627099999183,2981550.638609999790788,SNAKE SPRING TWP MUNI AUTH,1746436.419509999919683
499,20386,50,Perry,Mobile Home Park,Y,N,N,3/8/2016 0:00:00,7500032,2545.488156869999784,472840.460231999983080,LUPFERS GROVE MHP,274386.689023000013549
500,49118,06,Berks,Private Investor Owned,Y,N,N,3/5/2018 0:00:00,3060126,4388.914456290000089,649311.848079000017606,PA AMER WATER CO GOLDEN OAKS RES DIST,375908.692090000025928
501,67283,09,Bucks,Municipal,Y,N,N,6/29/2015 0:00:00,1090121,2041.560945839999931,225733.513657000003150,UPPER MAKEFIELD ENCLAVE,131282.042183000012301
502,20442,50,Perry,Institutional Health,Y,N,N,5/31/2015 0:00:00,7500035,791.738349225999968,37446.538592800003244,STONEBRIDGE HEALTH & REHAB CTR,21694.851136799999949
503,20443,50,Perry,Apartments,Y,N,N,3/30/2015 0:00:00,7500037,659.426527320999980,25265.114622299999610,ARBOR MANOR APT,14613.799473499999294
504,20445,50,Perry,Mobile Home Park,Y,N,N,3/14/2015 0:00:00,7500034,832.651775140000041,37335.424190400000953,COUNTRYSIDE MHP,21658.704890400000295
505,44599,50,Perry,Apartments,Y,N,N,3/14/2015 0:00:00,7500009,697.382551068999987,33710.972562900002231,VILLAGE SQUARE CONDOMINIUM,19574.854792099999031
506,44607,50,Perry,Mobile Home Park,Y,N,N,1/1/2003 0:00:00,7500013,2488.702518600000076,247084.937422999995761,COUNTRY VIEW VILLAGE MHP,143155.420081999996910
507,18208,52,Pike,Private Investor Owned,Y,N,N,1/1/2003 0:00:00,2521031,6232.638240600000245,2160461.358550000004470,AQUA PA WOODLEDGE,1211006.367940000025555
508,18231,52,Pike,Mobile Home Park,Y,N,N,3/29/2016 0:00:00,2520042,1166.754308739999942,93479.620031099999323,RUSTIC ACRES MHP STONEMILL PRO,52743.425982900000236
509,18416,52,Pike,Private Investor Owned,Y,N,N,3/5/2018 0:00:00,2520056,1885.032965849999982,226049.421610999997938,PA AMER WATER CO ALL SEASONS SYS,127722.033949999997276
510,18462,52,Pike,Association,Y,N,N,2/23/2018 0:00:00,2520075,10380.911823300000833,2986420.372789999935776,LAKE WALLENPAUPACK EST POA,1680706.670510000083596
511,18488,52,Pike,Association,Y,N,N,3/5/2018 0:00:00,2520096,15006.162452700000358,10634965.869500000029802,PA AMER WATER CO PINE RIDGE,6026208.758290000259876
512,18499,52,Pike,Association,Y,N,N,2/23/2018 0:00:00,2520201,4863.710835480000242,1060472.230220000026748,LAUREL LANE DEV ASSN,596782.515397000010125
513,18500,52,Pike,Association,Y,N,N,1/1/2003 0:00:00,2520089,3551.995210149999821,737618.035740999970585,POCONO MTN LAKE EST SECT 1E,417853.747669000003953
514,18643,52,Pike,Association,Y,N,N,2/23/2018 0:00:00,2520112,1322.939971219999961,78788.442838200004189,CIRCLE GREEN UPPER,44299.464013899996644
515,18645,52,Pike,Private Investor Owned,Y,N,N,1/1/2003 0:00:00,2520110,1680.206826410000076,99776.506645799992839,DEERHAVEN WHITE BEAUTY VIEW EST,56134.371074199996656
516,19889,40,Luzerne,Private Investor Owned,Y,N,N,3/12/2015 0:00:00,2400111,6513.132691150000028,2396752.018499999772757,AQUA PA LAUREL LAKES,1357280.504020000109449
517,19495,54,Schuylkill,Authority,N,Y,N,7/18/2008 0:00:00,3540044,28892.452102200000809,8492509.379830000922084,SHENANDOAH MUNI WATER AUTH,4859091.777520000003278
518,20448,52,Pike,Mobile Home Park,Y,N,N,2/23/2018 0:00:00,2520005,1927.699142799999890,211277.214983999991091,GRAMPAS WOODS ESTATES,118838.270348000005470
519,20450,52,Pike,Private Investor Owned,Y,N,N,3/11/2016 0:00:00,2520043,1315.396917970000004,76603.325843500002520,AQUA PA PAUPACK MOTOR LDG,43011.031892200000584
520,20458,52,Pike,Apartments,Y,N,N,1/1/2003 0:00:00,2520095,796.393350656000052,43908.709564600001613,OAK MANOR ESTATES,24753.710432799998671
521,20498,52,Pike,Association,Y,N,N,1/1/2003 0:00:00,2520100,3075.777385760000016,581167.242995999986306,HAPPY HOLLOW,326171.304859000025317
522,18177,54,Schuylkill,Authority,Y,N,N,3/2/2017 0:00:00,3540049,16829.591573099998641,14528841.957499999552965,PLUM CREEK MUNI AUTH,8369884.766350000165403
523,19497,54,Schuylkill,Authority,Y,Y,N,1/1/2003 0:00:00,3540030,26976.893191099999967,7267492.086930000223219,ASHLAND BORO WATER DEPT,4163213.129209999926388
524,44483,09,Bucks,Institutional Education,Y,N,N,1/30/2014 0:00:00,1090806,3450.479543590000048,538055.790670000016689,GREY NUNS OF THE SACRED HEART,313116.876797000004444
525,19502,54,Schuylkill,Municipal,N,Y,N,4/9/2015 0:00:00,3540015,14326.968821899999966,1823194.634289999958128,AUBURN MUNI AUTH,1050235.386840000050142
526,19509,54,Schuylkill,Municipal,Y,N,N,1/1/2003 0:00:00,3540021,2977.940571820000059,425630.032743000017945,MOREA CITIZENS WATER CO,243732.959808000014164
527,19510,54,Schuylkill,Private Investor Owned,Y,N,N,3/12/2015 0:00:00,3540023,5192.122553049999624,877283.273652000003494,SUEZ WATER PA NUREMBERG,500138.731883000000380
528,19511,54,Schuylkill,Municipal,Y,N,N,1/1/2003 0:00:00,3540024,16571.975916899998992,10893101.480699999257922,ORWIGSBURG MUNI WATERWORKS,6263118.435659999959171
529,19515,54,Schuylkill,Authority,Y,N,N,1/1/2003 0:00:00,3540039,7627.659766189999573,3329876.358849999960512,RINGTOWN BORO MUNI AUTH,1903057.938860000111163
