"","PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","PRIMARY_NAME","LOCATION_ADDRESS","SUPPLEMENTAL_LOCATION","CITY_NAME","COUNTY_NAME","FIPS_CODE","STATE_CODE","STATE_NAME","COUNTRY_NAME","POSTAL_CODE"
"3708","NPDES","PAR118317",110040928271,"NAC CARBON PROD","ELK RUN AVE","P O BOX 346","PUNXSUTAWNEY","JEFFERSON","PA065","PA","PENNSYLVANIA","USA","15767"
"3709","NPDES","PAG048876",110059923463,"TRAVIS J WALSH SFTF","2128 VALENTINE RUN RD","","RUSSELL","WARREN","PA123","PA","PENNSYLVANIA","USA","16345-3020"
"3710","NPDES","PAG048393",110017831756,"LOOSLEY, RICHARD W AND CHRISTINE M SFTF","8951 PRINDLE RD","","NORTH EAST","ERIE","PA049","PA","PENNSYLVANIA","USA","16428"
"3711","NPDES","PAG048921",110015716849,"MARK AND LISA SCHLOSSER","17317 SOUTH MEAD ROAD","","SAEGERTOWN","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16433"
"3712","NPDES","PAR118336",110000964671,"CALLERY CONWAY MARS HV MFG","130 MAIN ST","","CALLERY","BUTLER","PA019","PA","PENNSYLVANIA","USA","16024"
"3713","NPDES","PAG048378",110020623182,"GREGORY SHAW","44 CALLAHAN RD","","GREENVILLE","MERCER","PA085","PA","PENNSYLVANIA","USA","16125"
"3714","NPDES","PAG048757",110010127629,"COBB, PAUL H AND CYNTHIA L SFTF","24529 STATE HWY 408","","CAMBRIDGE SPRINGS","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16403"
"3715","NPDES","PA0239241",110015599084,"CAROL MILLET SFTF","9213 OLD STATE RD","","CONNEAUT LAKE","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16316"
"3716","NPDES","PAU123294",110012297139,"BOB HAFER","UNKNOWN","","UNKNOWN","INDIANA","PA063","PA","PENNSYLVANIA","USA","00000"
"3717","NPDES","PAR804801",110010261457,"ACF IND","417 N ARCH ST","","MILTON","NORTHUMBERLAND","PA097","PA","PENNSYLVANIA","USA","17847-1320"
"3718","NPDES","PAR806115",110010982507,"CENTER INDEPENDENT OIL","R D # 1 BOX 12","","SMOCK","FAYETTE","PA051","PA","PENNSYLVANIA","USA","15480"
"3719","NPDES","PAS804802",110012662797,"FLYING J TRAVEL PLAZA","W SIDE OF SR 64","PORTER TWP","MILL HALL","CLINTON","PA035","PA","PENNSYLVANIA","USA","17752"
"3720","NPDES","PAR806197",110010981946,"PA ARMY NATIONAL GUARD","JOHNSTOWN-OMS # 21","554 AIRPORT RD","JOHNSTOWN","CAMBRIA","PA021","PA","PENNSYLVANIA","USA","15904"
"3721","NPDES","PAG048928",110015716910,"CNB BANK SFTF","5004 ROUTE 446","","ELDRED","MCKEAN","PA083","PA","PENNSYLVANIA","USA","16731"
"3722","NPDES","PAS602202",110020150067,"DENCO TIRE RECYCLING INC","PO BOX 100","1212 INDUSTRIAL BLVD","STOCKERTOWN","NORTHAMPTON","PA095","PA","PENNSYLVANIA","USA","18083-0100"
"3723","NPDES","PAU123435",110022289290,"RESERVE AT WAYNEBROOK","UNKNOWN","","UNKNOWN","","","PA","PENNSYLVANIA","USA","00000"
"3724","NPDES","PAR808324",110009160237,"WASTE MGMT OF GREENVILLE","88 OHL ST","","GREENVILLE","MERCER","PA085","PA","PENNSYLVANIA","USA","16125"
"3725","NPDES","PAR808309",110010982044,"PORT MEADVILLE AIRPORT","PO BOX 1011","","MEADVILLE","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16335"
"3726","NPDES","PAU123304",110012660637,"DULL'S USED PARTS AND RECYLING","UNKNOWN","","UNKNOWN","","","PA","PENNSYLVANIA","USA","00000"
"3727","NPDES","PA0091413",110010811087,"EIGHTY FOUR IND PARK STP","EIGHTY FOUR INDUSTRIAL PARK","","EIGHTY FOUR","WASHINGTON","PA125","PA","PENNSYLVANIA","USA","15330"
"3728","NPDES","PAG106104",110006694835,"INTERSTATE CHEMICAL CO INC - VANPORT TERMINAL","725 STATE ST  RTE 68","","VANPORT","BEAVER","PA007","PA","PENNSYLVANIA","USA","15009-9504"
"3729","NPDES","PAG049363",110030821831,"HUTNER, DAVID F","112 LONE PINE WAY","","SLIPPERY ROCK","BUTLER","PA019","PA","PENNSYLVANIA","","16057"
"3730","NPDES","PAU123510",110030907320,"MIDLANTIC MACHINERY","6375 ALLENTOWN BLVD","","HARRISBURG","DAUPHIN","PA043","PA","PENNSYLVANIA","","17112"
"3731","NPDES","PAG049345",110032598605,"DEAN E MEYER SFTF","5362 LUNGER ROAD","","ERIE","ERIE","PA049","PA","PENNSYLVANIA","","16510"
"3732","NPDES","PA0244350",110031012311,"ALPHA SRSTP","1650 FELS ROAD","","PENNSBURG","BUCKS","PA017","PA","PENNSYLVANIA","USA","18073"
"3733","NPDES","PAR603544",110001089848,"CHUCK'S AUTO SALVAGE","6867 BOYERTOWN PIKE","","DOUGLASSVILLE","BERKS","PA011","PA","PENNSYLVANIA","USA","19518"
"3734","NPDES","PAR604842",110038451190,"EMPORIUM TRANSLOADING SITE","NORTH SIDE OF ROAD 120","","EMPORIUM","CAMERON","PA023","PA","PENNSYLVANIA","","15834"
"3735","NPDES","PAG049479",110037362145,"THEODORE LOWE SFTF","639 W SUNBURY RD","","WEST SUNBURY","BUTLER","PA019","PA","PENNSYLVANIA","","16061-2317"
"3736","NPDES","PA0244414",110038452518,"JASTER ASSOCIATES STP","6912 OLD EASTON ROAD","","PIPERSVILLE","BUCKS","PA017","PA","PENNSYLVANIA","USA","18947"
"3737","NPDES","PAR804880",110000603696,"TRUCK ACCESSORIES NPDES STORMWATER","3560 HOUSELS RUN RD","","MILTON","NORTHUMBERLAND","PA097","PA","PENNSYLVANIA","USA","17847-9006"
"3738","NPDES","PA0253537",110059904563,"ROLLING ROCK CLUB TROUT HATCHERY","439 FISH HATCHERY LN","","LAUGHLINTOWN","WESTMORELAND","PA129","PA","PENNSYLVANIA","USA","15655-2716"
"3739","NPDES","PAG049483",110038122206,"DANIEL R AND DIANE M WHEELER","9570 FRY RD","","MCKEAN","ERIE","PA049","PA","PENNSYLVANIA","","16426"
"3740","NPDES","PAG049484",110038451314,"KEITH PALUMBO SFTF","3600 HUBBARD MIDDLESEX RD","","WEST MIDDLESEX","MERCER","PA085","PA","PENNSYLVANIA","","16159"
"3741","NPDES","PAR232243",110024757949,"SEALY INC MTTOP","25 ELMWOOD RD","","MOUNTAINTOP","LUZERNE","PA079","PA","PENNSYLVANIA","USA","18707"
"3742","NPDES","PAR504807",110038453713,"FORESTLAWN DISP LDFL","RTE 153","","BROCKWAY","JEFFERSON","PA065","PA","PENNSYLVANIA","","15824"
"3743","NPDES","PAR202249",110001028584,"UNISON ENGINE COMPONENTS - TRU-FORM","1141 HIGHWAY 315","","WILKES BARRE","LUZERNE","PA079","PA","PENNSYLVANIA","","18704"
"3744","NPDES","PA0244325",110025329115,"FORMER NAWC WARMINSTER GWTP","860 EAGLE BLVD","","WARMINSTER","BUCKS","PA017","PA","PENNSYLVANIA","USA","18974"
"3745","NPDES","PAG043874",110037279192,"JOHN L COVER SFTF","8337 MCCLAYS MILL ROAD","","NEWBURG","CUMBERLAND","PA041","PA","PENNSYLVANIA","","17240"
"3746","NPDES","PAS803504",110001077325,"UPS FREIGHT MECHANICSBURG","6060 CARLISLE PIKE","","MECHANICSBURG","CUMBERLAND","PA041","PA","PENNSYLVANIA","USA","17050-2863"
"3747","NPDES","PAG103538",110037185783,"TEXAS EASTERN HEIDLERSBURG","3975 OXFORD RD","","GETTYSBURG","ADAMS","PA001","PA","PENNSYLVANIA","","17325"
"3748","NPDES","PAG106126",110038193273,"2009 NE DOT DELMONT SITE 3","PA 110","","BLAIRSVILLE","INDIANA","PA063","PA","PENNSYLVANIA","","15717"
"3749","NPDES","PAG049496",110038690048,"AMY MAGLET SFTF","22070 COE RD","","PLEASANTVILLE","VENANGO","PA121","PA","PENNSYLVANIA","","16341-1404"
"3750","NPDES","PAG045261",110040092985,"DOUG & SUSAN ESTES","395 DAUGHERTYS RUN ROAD","","WILLIAMSPORT","LYCOMING","PA081","PA","PENNSYLVANIA","USA","17701"
"3751","NPDES","PAG045262",110040092994,"GEORGE NOWAK SUBDIV","2100 WASHINGTONVILLE","","DANVILLE","MONTOUR","PA093","PA","PENNSYLVANIA","","17815"
"3752","NPDES","PA0261122",110038690244,"SFS NATIONAL TOY TRAIN MUSEUM","PO BOX 248","","STRASBURG","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17579-0248"
"3753","NPDES","PAU123577",110040084002,"PENN DOT - LEBANON","1445 CUMBERLAND STREET","","LEBANON","LEBANON","PA075","PA","PENNSYLVANIA","","17042-4531"
"3754","NPDES","PA0205036",110010261634,"MOSTOLLER LDFL","7095 GLADES PIKE","","SOMERSET","SOMERSET","PA111","PA","PENNSYLVANIA","USA","15501"
"3755","NPDES","PAC020243",110070210726,"FREEPORT RETAIL","INTERSECTION OF FREEPORT ROAD AND CENTER AVENUE","","O'HARA, TOWNSHIP OF","ALLEGHENY","PA003","PA","PENNSYLVANIA","","15238"
"3756","NPDES","PAC280067",110070210740,"HPDE-LINED BUNKER SILO RUNOFF STORAGE POND","12275 MOUNT PLEASANT ROAD","","MONTGOMERY, TOWNSHIP OF","FRANKLIN","PA055","PA","PENNSYLVANIA","","17236"
"3757","NPDES","PA0244490",110041246586,"REILLY SRSTP","171 CREAMERY RD","","COATESVILLE","","","PA","PENNSYLVANIA","USA","19320-1716"
"3758","NPDES","PAG043894",110040173326,"YAUKEY RES","OFF PATTON BRIDGE RD","","GREENCASTLE","FRANKLIN","PA055","PA","PENNSYLVANIA","","17225"
"3759","NPDES","PAG045266",110041928046,"JERRY COAKLEY PROP","280 TRACEYDALE RD","","MILESBURG","CENTRE","PA027","PA","PENNSYLVANIA","","16853"
"3760","NPDES","PAU123581",110041246121,"AMOS P ESH","148 OLD LEACOCK RD","","GORDONVILLE","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17529"
"3761","NPDES","PA0263583",110041919234,"HERON RIDGE STP","240 - 247 BURNSIDE RD","'ST A'","PORTERSVILLE","BUTLER","PA019","PA","PENNSYLVANIA","USA","16051"
"3762","NPDES","PAG102216",110043276148,"COMPRESSOR STATION 3","OFF STATE ROUTE 2069","","CLIFFORD TWP","SUSQUEHANNA","PA115","PA","PENNSYLVANIA","","00000"
"3763","NPDES","PAG103542",110043276157,"EASTERN SHORE  MAINLINE","LANCASTER AND CHESTER","","LANCASTER","LANCASTER","PA071","PA","PENNSYLVANIA","","19330"
"3764","NPDES","PAG040149",110010971699,"NOVAK SRSTP","902 GENERAL HOWE DR","","WEST CHESTER","CHESTER","PA029","PA","PENNSYLVANIA","USA","193827106"
"3765","NPDES","PAG045271",110043276086,"DALE FULLER SUBDIV","820 VALLEY RD","","MANSFIELD","TIOGA","PA117","PA","PENNSYLVANIA","","16933"
"3766","NPDES","PA0233901",110064610194,"TUSCARORA TWP WWT FACILITY","CORNER T545 & T494","","TUSCARORA TWP","BRADFORD","PA015","PA","PENNSYLVANIA","","18657"
"3767","NPDES","PAG040146",110017791610,"POLKUS SRSTP","153 PAPERMILL","","MONTGOMERY COUNTY","MONTGOMERY","PA091","PA","PENNSYLVANIA","","19504"
"3768","NPDES","PAG049593",110042388181,"PATRICIA BENNINGER SF","751 SAXONBURG RD","","BUTLER","BUTLER","PA019","PA","PENNSYLVANIA","","16002-0961"
"3769","NPDES","PAG049595",110041640980,"GUTHRIE SFTF","1605 WINNER RD","","HERMITAGE","MERCER","PA085","PA","PENNSYLVANIA","","16148-6585"
"3770","NPDES","PAR143501",110041863739,"INTERNATIONAL PAPER BIGLERVILLE CONTAINER","136 EAST YORK ST","","BIGLERVILLE","ADAMS","PA001","PA","PENNSYLVANIA","USA","17307"
"3771","NPDES","PA0061590",110010970324,"AQUA/ EAGLE ROCK (LITTLE WASHINGTON WASTEWATER CO)","1 COUNTRY CLUB DR","","HAZLE TOWNSHIP","","","PA","PENNSYLVANIA","USA","18202-9169"
"3772","NPDES","PAG040154",110043478974,"HOLDEN, MARTIN SRSTP","2121 WEBER RD","","LANSDALE","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19446"
"3773","NPDES","PAR606217",110042304565,"PICK A PART USED AUTO & TRUCK PARTS","457 CRAIG LN","","HOPWOOD","FAYETTE","PA051","PA","PENNSYLVANIA","USA","15445-2503"
"3774","NPDES","PA0213225",110070050716,"BURGESS 2 STRIP","148 CRESTWOOD DR","","HOOVERSVILLE","","","PA","PENNSYLVANIA","USA","15936-8407"
"3775","NPDES","PA0213373",110070050717,"ASHCOM IV","1115 OTT TOWN RD","","EVERETT","","","PA","PENNSYLVANIA","USA","15537-6755"
"3776","NPDES","PA0213527",110070050718,"ENLOW FORK MINE","489 W FINLEY RD","","WEST FINLEY","","","PA","PENNSYLVANIA","USA","15377-2000"
"3777","NPDES","PAR700018",110060093660,"HARLEYSVILLE BULK PETROLEUM STORAGE PLT","2459 PERKIOMENVILLE RD","","HARLEYSVILLE","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19438"
"3778","NPDES","PA0259535",110070050728,"RAYBUCK II MINE","1583 FROGTOWN RD","","FAIRMOUNT CITY","","","PA","PENNSYLVANIA","USA","16224-3815"
"3779","NPDES","PA0259551",110070050729,"GARDNER MINE","350 LEXIE LN","","ELLWOOD CITY","","","PA","PENNSYLVANIA","USA","16117-6674"
"3780","NPDES","PA0259560",110070050730,"BOWSER MINE","1123 BLOCKS RD","","PUNXSUTAWNEY","","","PA","PENNSYLVANIA","USA","15767-9772"
"3781","NPDES","PA0261611",110043748914,"SFS PLANK, ROBERT","477 HERRS RIDGE RD","","GETTYSBURG","ADAMS","PA001","PA","PENNSYLVANIA","USA","17325-8821"
"3782","NPDES","PA0215112",110070050770,"LABELLE SITE","334 LABELLE RD","","EAST MILLSBORO","","","PA","PENNSYLVANIA","USA","15433-1138"
"3783","NPDES","PA0215171",110070050771,"OHIO COUNTY MINE","70 MAJORSVILLE RD","","WEST FINLEY","","","PA","PENNSYLVANIA","USA","15377-2100"
"3784","NPDES","PA0215350",110070050772,"BARBARA NO 1 & NO 2 MINES","9409 GLADES PIKE","","BERLIN","","","PA","PENNSYLVANIA","USA","15530-7727"
"3785","NPDES","PA0262943",110070050821,"HERITAGE-COUPON MINE","271 MAPLE ST","","ASHVILLE","","","PA","PENNSYLVANIA","USA","16613-"
"3786","NPDES","PA0262951",110070050822,"LOHR MINE","230 BETHEL ST","","HOLLSOPPLE","","","PA","PENNSYLVANIA","USA","15935-8601"
"3787","NPDES","PA0262986",110070050823,"SOLOMON RUN","746 FULMER RD","","JOHNSTOWN","","","PA","PENNSYLVANIA","USA","15904-4605"
"3788","NPDES","PA0263320",110070050830,"ONEIDA MINE","1708 ONEIDA MINE RD","","HOMER CITY","","","PA","PENNSYLVANIA","USA","15748-5425"
"3789","NPDES","PA0263214",110070050827,"SMITH NO 52 MINE","125 BLACKBERRY LN","","BLAIRSVILLE","","","PA","PENNSYLVANIA","USA","15717-7559"
"3790","NPDES","PA0263290",110070050828,"RICE MINE","404 MAGNOLIA RD","","MARION CENTER","","","PA","PENNSYLVANIA","USA","15759-3304"
"3791","NPDES","PA0263303",110070050829,"CONDOR MINE","3257 BLACKLEGGS RD","","SALTSBURG","","","PA","PENNSYLVANIA","USA","15681-3249"
"3792","NPDES","PA0262684",110070050784,"SHAFFER MINE","1794 COMPS RD","","HYNDMAN","","","PA","PENNSYLVANIA","USA","15545"
"3793","NPDES","PA0262692",110070050785,"BLUE LICK NO 4 LIMESTONE MINE","326 OLD CUMBERLAND PIKE","","GARRETT","","","PA","PENNSYLVANIA","USA","15542-8908"
"3794","NPDES","PA0262706",110070050786,"SHEEP RIDGE SURFACE MINE","690 HUNTER SCHOOL RD","","SOMERSET","","","PA","PENNSYLVANIA","USA","15501-4128"
"3795","NPDES","PA0214191",110070050765,"CUNARD PREP PLT","4877 MORRISDALE ALLPORT HWY","","MORRISDALE","","","PA","PENNSYLVANIA","USA","16858"
"3796","NPDES","PA0214159",110070050764,"DILLTOWN REF","1708 ONEIDA MINE RD","","HOMER CITY","","","PA","PENNSYLVANIA","USA","15748-5425"
"3797","NPDES","PA0214736",110070050766,"SARAH MINE","1616 WONDERLAND TRL","","BOSWELL","","","PA","PENNSYLVANIA","USA","15531-2905"
"3798","NPDES","PA0214850",110070050767,"AGUSTUS MINE","146 WILLIAMS ST","","CENTRAL CITY","","","PA","PENNSYLVANIA","USA","15926-8808"
"3799","NPDES","PA0214914",110070050768,"CAMBRIA REFUSE DSPL AREA","173 HOUSE COAL RD","","BERLIN","","","PA","PENNSYLVANIA","USA","15530-8823"
"3800","NPDES","PA0214973",110070050769,"GERONIMO MINE","5870 PENN AVE","","STOYSTOWN","","","PA","PENNSYLVANIA","USA","15563-7857"
"3801","NPDES","PA0215511",110070050773,"MAPLE CREEK MINING/GINGER HILL #1 RD","96 PINE LN","","FINLEYVILLE","","","PA","PENNSYLVANIA","USA","15332-3814"
"3802","NPDES","PA0219584",110070050774,"SURVEYOR RUN 1 MINE","281 LEE CONDON RD","","FRENCHVILLE","","","PA","PENNSYLVANIA","USA","16836-9447"
"3803","NPDES","PA0219665",110070050775,"PAULINY MINE","253 CALLAHAN RD","","MORRISDALE","","","PA","PENNSYLVANIA","USA","16858-8536"
"3804","NPDES","PA0263397",110070050831,"HEMMINGER MINE 2","392 TWIN HILLS RD","","FRIEDENS","","","PA","PENNSYLVANIA","USA","15541-8914"
"3805","NPDES","PA0263419",110069496664,"HOOVER MINE","201 KEYSERTOWN RD","","BOSWELL","SOMERSET","PA111","PA","PENNSYLVANIA","USA","15531-2517"
"3806","NPDES","PA0264849",110070050832,"HOWARD STANFORD SRSTP","STANFORD ROAD","","PROSPECT","","","PA","PENNSYLVANIA","USA","16052"
"3807","NPDES","PA0219746",110064437328,"BUTERBAUGH MINE 57 JOB","4520 CROSS ROADS BLVD","","COALPORT","CLEARFIELD","PA033","PA","PENNSYLVANIA","USA","16627-8813"
"3808","NPDES","PA0262307",110070050776,"LLOYD MINE","470 BLUEBIRD SPG","","SOMERSET","","","PA","PENNSYLVANIA","USA","15501-"
"3809","NPDES","PA0259209",110070050719,"LEMKE MINE","1837 CLINTONVILLE RD","","HARRISVILLE","","","PA","PENNSYLVANIA","USA","16038-3701"
"3810","NPDES","PA0259390",110070050722,"GROUNDWORK 1 MINE","7870 MILLFAIR RD","","MC KEAN","","","PA","PENNSYLVANIA","USA","16426-1011"
"3811","NPDES","PA0259241",110070050720,"RAUSHEL MINE","208 MUSSER RD","","ENON VALLEY","","","PA","PENNSYLVANIA","USA","16120"
"3812","NPDES","PA0259331",110070050721,"BERRY MINE","121 WALTER LN","","HARRISVILLE","","","PA","PENNSYLVANIA","USA","16038-3925"
"3813","NPDES","PA0259446",110070050723,"RFI 540 SOUTH WEST MINE","8 BURNS FARM RD","","SLIGO","","","PA","PENNSYLVANIA","USA","16255-1002"
"3814","NPDES","PA0259624",110070050731,"PALMER 2 MINE","135 MADDEN RUN RD","","NEW GALILEE","","","PA","PENNSYLVANIA","USA","16141-2717"
"3815","NPDES","PA0259659",110070050732,"WALKER MINE","927 SPRAGUE RD","","REYNOLDSVILLE","","","PA","PENNSYLVANIA","USA","15851-5549"
"3816","NPDES","PA0262226",110070050733,"HEATON MINE","554 DUDLEY RD","","SIX MILE RUN","","","PA","PENNSYLVANIA","USA","16679-9304"
"3817","NPDES","PA0206229",110070050703,"WHITEROCK QUARRY","214 ON THE HILL RD","","PLEASANT GAP","","","PA","PENNSYLVANIA","USA","16823-3531"
"3818","NPDES","PA0262382",110070050778,"WESTGREN MINE","2731 GARRETT SHORTCUT RD","","GARRETT","","","PA","PENNSYLVANIA","USA","15542-9108"
"3819","NPDES","PA0262498",110069496593,"SCHROCK RUN MINE","148 CAMBRIA RD","","BERLIN","SOMERSET","PA111","PA","PENNSYLVANIA","USA","15530"
"3820","NPDES","PA0262501",110070050780,"PENN POCAHONTAS COAL REFUSE REPROCESSING","419 FOGLETOWN RD","","GARRETT","","","PA","PENNSYLVANIA","USA","15542-9006"
"3821","NPDES","PA0262561",110070050781,"LITTLE BETH OPERATION","489 UREY RD","","GLEN CAMPBELL","","","PA","PENNSYLVANIA","USA","15742-8813"
"3822","NPDES","PA0262587",110070050782,"EHRENFELD MINE","1388 MINERAL POINT RD","","MINERAL POINT","","","PA","PENNSYLVANIA","USA","15942"
"3823","NPDES","PA0262650",110070050783,"BURNS MINE","1331 WHISTLER RD","","HOOVERSVILLE","","","PA","PENNSYLVANIA","USA","15936-6906"
"3824","NPDES","PA0262714",110070050787,"MAST MINE","299 ENGLES MILL RD","","SALISBURY","","","PA","PENNSYLVANIA","USA","15558-2001"
"3825","NPDES","PA0262790",110070050788,"KIMMEL MINE","1298 SHANKSVILLE RD","","FRIEDENS","","","PA","PENNSYLVANIA","USA","15541-6305"
"3826","NPDES","PA0262811",110070050789,"KINTER/SMITH MINE","2148 ROUND TOP RD","","INDIANA","","","PA","PENNSYLVANIA","USA","15701-6240"
"3827","NPDES","PA0262846",110070050790,"BAKERSVILLE III QUARRY","159 BRIDLE RD","","SOMERSET","","","PA","PENNSYLVANIA","USA","15501-5824"
"3828","NPDES","PA0259454",110070050724,"FERRIS 1 MINE","23584 MACKEY HILL RD","","CAMBRIDGE SPRINGS","","","PA","PENNSYLVANIA","USA","16403-5034"
"3829","NPDES","PA0259462",110070050725,"CULP MINE","372 KINGS LN","","HARRISVILLE","","","PA","PENNSYLVANIA","USA","16038"
"3830","NPDES","PA0259470",110070050726,"MOHNEY MINE","1171 BUG RD","","NEW BETHLEHEM","","","PA","PENNSYLVANIA","USA","16242-3921"
"3831","NPDES","PA0259501",110070050727,"ALLEGHENY MINERAL 51 MINE","156 WOODWIND RD","","SLIPPERY ROCK","","","PA","PENNSYLVANIA","USA","16057-5602"
"3832","NPDES","PA0207241",110070050705,"LITTLE BEAVER","601 SILVERWOOD DR","","HOUTZDALE","","","PA","PENNSYLVANIA","USA","16651-9703"
"3833","NPDES","PA0207535",110070050706,"MCCRADY MINE","410 MERCER RD","","GREENVILLE","","","PA","PENNSYLVANIA","USA","16125-9777"
"3834","NPDES","PA0212032",110070050707,"MCCANDLESS MINE","1315 REESE RD","","SLIPPERY ROCK","","","PA","PENNSYLVANIA","USA","16057"
"3835","NPDES","PA0206458",110070050704,"LEPRECHAUN MINE","2462 LEE RUN RD","","MAHAFFEY","","","PA","PENNSYLVANIA","USA","15757-"
"3836","NPDES","PA0212130",110070050708,"BOWSER MINE","457 IKEYTOWN LN","","PARKER","","","PA","PENNSYLVANIA","USA","16049"
"3837","NPDES","PA0213012",110070050712,"POORBAUGH STRIP","2471 GARRETT SHORTCUT RD","","GARRETT","","","PA","PENNSYLVANIA","USA","15542-9101"
"3838","NPDES","PA0212326",110070050709,"ISHMAN QUARRY","EASY CAMP RD","","CAIRNBROOK","","","PA","PENNSYLVANIA","USA","15924"
"3839","NPDES","PA0212393",110070050710,"54 JOB SGL 184","998 CLEARFIELD VALLEY BLVD","","DYSART","","","PA","PENNSYLVANIA","USA","16636-9410"
"3840","NPDES","PA0212521",110070050711,"RODAMER CONCRETE PROD","179 SAND FLAT SCHOOL RD","","SALISBURY","","","PA","PENNSYLVANIA","USA","15558-2510"
"3841","NPDES","PA0262234",110070050734,"SMITH MINE","386 RICHMOND RD","","MARION CENTER","","","PA","PENNSYLVANIA","USA","15759-4408"
"3842","NPDES","PA0213039",110070050713,"LUCERNE","24 8TH ST","","CENTER TWP","","","PA","PENNSYLVANIA","USA","15754"
"3843","NPDES","PA0213055",110070050714,"ISELIN NO 18 MINE","13995 OLD ROUTE 56 HWY W","","WEST LEBANON","","","PA","PENNSYLVANIA","USA","15783-3216"
"3844","NPDES","PA0213195",110070050715,"STONER STRIP 3","325 NIVER JUNCTION RD","","BERLIN","","","PA","PENNSYLVANIA","USA","15530-6205"
"3845","NPDES","PA0262854",110070050818,"CUP REFUSE MINE","1419 FOSTER RD","","SALTSBURG","","","PA","PENNSYLVANIA","USA","15681-8018"
"3846","NPDES","PA0262897",110070050819,"CEMETERY CURVE MINE","24333 ROUTE 286 HWY E","","GLEN CAMPBELL","","","PA","PENNSYLVANIA","USA","15742-7713"
"3847","NPDES","PA0262935",110070050820,"TIPPLE MINE","618 SAND ROCK RD","","FRIEDENS","","","PA","PENNSYLVANIA","USA","15541-6400"
"3848","NPDES","PA0263087",110070050824,"BECKER MINE","289 LUMBER LN","","HASTINGS","","","PA","PENNSYLVANIA","USA","16646-6516"
"3849","NPDES","PA0263117",110070050825,"GUMBERT MINE","286 BUFFALO CREEK RD","","BERLIN","","","PA","PENNSYLVANIA","USA","15530"
"3850","NPDES","PA0263176",110070050826,"MARTIN SHALE PIT NO 7","4245 HEIPLE CT","","GREENCASTLE","","","PA","PENNSYLVANIA","USA","17225-8323"
"3851","NPDES","PA0094048",110010277912,"BRIDGEBURG RIVER PLT","SR 4023","","KITTANNING","ARMSTRONG","PA005","PA","PENNSYLVANIA","USA","16201"
"3852","NPDES","PA0213900",110070050761,"MON RESOURCE MINE","130 GREENE ST","","CLARKSVILLE","","","PA","PENNSYLVANIA","USA","15322-7339"
"3853","NPDES","PA0214035",110070050762,"POLAND DOCK","2438 S EIGHTY EIGHT RD","","DILLINER","","","PA","PENNSYLVANIA","USA","15327-2626"
"3854","NPDES","PA0214078",110070050763,"JOB 12 EXPANSION","4 GEORGE ST","","CENTRAL CITY","","","PA","PENNSYLVANIA","USA","15926"
"3855","NPDES","PAS203505",110000979148,"LANE ENTERPRISES METAL COATING","1244 CLAREMONT RD","","CARLISLE","CUMBERLAND","PA041","PA","PENNSYLVANIA","USA","17015-9742"
"3856","NPDES","PAS706103",110042153656,"BIG BEAVER BORO ASPHALT PLT","SR 351","SHENANGO RD","NEW GALILEE","BEAVER","PA007","PA","PENNSYLVANIA","USA","16141"
"3857","NPDES","PA0065307",110034159693,"COMM ENV SYS LANDFILL","99 COMMONWEALTH ROAD","","HEGINS","SCHUYLKILL","PA107","PA","PENNSYLVANIA","USA","17938"
"3858","NPDES","PAG106144",110044255338,"PULTORAK TO YELLOW JACKET PIPELINE","STROPE RD","","ROCKWOOD","GREENE","PA059","PA","PENNSYLVANIA","USA","15557"
"3859","NPDES","PAG103548",110045318553,"RICHIE HODGE PIPELINE","JOHNSTOWN ROAD","","DUNCANSVILLE","BLAIR","PA013","PA","PENNSYLVANIA","USA","16635"
"3860","NPDES","PAG058378",110010150790,"DYE'S SERVICE STATION","2295 MERCER RD","","STONEBORO","MERCER","PA085","PA","PENNSYLVANIA","USA","16153-0335"
"3861","NPDES","PA0261793",110046339645,"SFS KAUFFMAN, WILLIAM","110 UNION HALL RD","","CARLISLE","CUMBERLAND","PA041","PA","PENNSYLVANIA","USA","17013"
"3862","NPDES","PA0263893",110046339681,"HAWTHORN REDBANK REDBANK MUN AUTH WWTP","MAIN STREET","","HAWTHORN","CLARION","PA031","PA","PENNSYLVANIA","USA","16230"
"3863","NPDES","PAU123624",110056354305,"A. WAYNE RUDOLPH CAFO","2129 GRACE AVENUE","","LEBANON","LEBANON","PA075","PA","PENNSYLVANIA","","17046"
"3864","NPDES","PAG102227",110046340054,"NEWTON PIPELINE PROJECT","51 WARREN STREET","","TUNKHANNOCK","SUSQUEHANNA","PA115","PA","PENNSYLVANIA","USA","18657"
"3865","NPDES","PAR800167",110028058973,"US POSTAL SVC LINDBERGH BLVD FAC","7500 LINDBERGH BLVD","","PHILADELPHIA","PHILADELPHIA","PA101","PA","PENNSYLVANIA","USA","19176-9998"
